馬匹,日期,場,班次,路程,場地,分,配備,磅,排位重,騎,練,檔,走位,名,距離,時間,冠,亚,季,頭馬,賠
金鎗武士,01/17/24,350,3 80-60,谷夜 C3 1200,好地,62,B2T,119,1200,澤,呂,5,- 9 9,7,4 1/4,1.10.88,錶壇精英,精算暴雪,鈁糖武士,1.10.21,25.0
還看今朝,01/17/24,350,3 80-60,谷夜 C3 1200,好地,67,T,124,1162,艾,賀,7,- 1 1,5,2 3/4,1.10.67,錶壇精英,精算暴雪,鈁糖武士,1.10.21,22.0
小刺蛋,01/17/24,350,3 80-60,谷夜 C3 1200,好地,60,BT,117,1057,森,巫,4,- 7 7,6,3,1.10.71,錶壇精英,精算暴雪,鈁糖武士,1.10.21,19.0
一代天嬌,01/17/24,350,3 80-60,谷夜 C3 1200,好地,78,B,135,1147,潘,伍,10,- 10 10,11,8 3/4,1.11.62,錶壇精英,精算暴雪,鈁糖武士,1.10.21,8.1
美麗喝采,01/17/24,350,3 80-60,谷夜 C3 1200,好地,61,HXT,118,1182,紹,韋,6,- 8 8,9,4 3/4,1.10.97,錶壇精英,精算暴雪,鈁糖武士,1.10.21,82.0
穿甲鷹,01/17/24,350,3 80-60,谷夜 C3 1200,好地,74,BXT,131,1159,禮,黎,8,- 6 5,4,2 3/4,1.10.64,錶壇精英,精算暴雪,鈁糖武士,1.10.21,41.0
幸運旅程,01/17/24,350,3 80-60,谷夜 C3 1200,好地,73,BX,128,1183,明,羅,12,- 5 4,10,6 1/2,1.11.27,錶壇精英,精算暴雪,鈁糖武士,1.10.21,74.0
傳承者,01/17/24,349,3 80-60,谷夜 C3 1650,好地,65,B,124,1002,年,伍,3,10 10 12,12,7 3/4,1.42.01,獨角獸,錶之量子,加州偟者,1.40.77,91.0
碧海藍天,01/17/24,349,3 80-60,谷夜 C3 1650,好地,64,BT,123,1013,禮,蔡,12,4 2 2,10,5,1.41.56,獨角獸,錶之量子,加州偟者,1.40.77,32.0
銀亮光速,01/17/24,349,3 80-60,谷夜 C3 1650,好地,73,X,132,1064,班,呂,5,7 7 8,9,4 1/4,1.41.45,獨角獸,錶之量子,加州偟者,1.40.77,15.0
飛輪步,01/17/24,349,3 80-60,谷夜 C3 1650,好地,73,T,132,1166,潘,容,9,1 1 1,8,4,1.41.42,獨角獸,錶之量子,加州偟者,1.40.77,7.4
大學生,01/17/24,349,3 80-60,谷夜 C3 1650,好地,68,HNXT,127,1213,聲,韋,2,6 6 6,6,2 1/2,1.41.18,獨角獸,錶之量子,加州偟者,1.40.77,14.0
運高八斗,01/17/24,349,3 80-60,谷夜 C3 1650,好地,70,B-,127,1155,明,姚,1,3 4 4,7,2 3/4,1.41.21,獨角獸,錶之量子,加州偟者,1.40.77,15.0
久久為攻,01/17/24,349,3 80-60,谷夜 C3 1650,好地,67,SWT,126,1229,森,希,8,2 3 3,11,5 1/4,1.41.61,獨角獸,錶之量子,加州偟者,1.40.77,20.0
實力派,01/17/24,349,3 80-60,谷夜 C3 1650,好地,67,B-,126,1039,董,賀,7,5 5 5,5,2 1/2,1.41.15,獨角獸,錶之量子,加州偟者,1.40.77,13.0
美麗滿滿,01/17/24,349,3 80-60,谷夜 C3 1650,好地,67,,121,1191,鍾,羅,10,11 11 11,4,2,1.41.11,獨角獸,錶之量子,加州偟者,1.40.77,16.0
無限美麗,01/17/24,348,4 60-40,谷夜 C3 1200,好地,58,,133,1144,禮,蔡,8,- 8 9,6,2 3/4,1.10.88,樂加福,真感,宏才,1.10.44,2.4
焦點,01/17/24,348,4 60-40,谷夜 C3 1200,好地,47,B2T,122,1046,董,鄭,7,- 10 8,8,4 1/4,1.11.12,樂加福,真感,宏才,1.10.44,31.0
金運來,01/17/24,348,4 60-40,谷夜 C3 1200,好地,50,XT,125,1094,梁,文,11,- 4 5,7,3,1.10.93,樂加福,真感,宏才,1.10.44,52.0
精選威,01/17/24,348,4 60-40,谷夜 C3 1200,好地,60,B,135,1115,聲,廖,1,- 2 1,9,5,1.11.24,樂加福,真感,宏才,1.10.44,14.0
金哥兒,01/17/24,348,4 60-40,谷夜 C3 1200,好地,56,HT,131,1150,森,巫,2,- 3 3,4,2 1/4,1.10.82,樂加福,真感,宏才,1.10.44,8.5
福滿寶,01/17/24,348,4 60-40,谷夜 C3 1200,好地,46,BX,116,1060,鍾,賀,3,- 7 6,5,2 1/2,1.10.83,樂加福,真感,宏才,1.10.44,55.0
上校,01/17/24,348,4 60-40,谷夜 C3 1200,好地,41,V,114,1196,顯,姚,9,- 1 2,10,5 3/4,1.11.36,樂加福,真感,宏才,1.10.44,22.0
戰鬥英雄,01/17/24,348,4 60-40,谷夜 C3 1200,好地,50,T,120,1107,熙,柏,6,- 9 10,11,9 1/4,1.11.92,樂加福,真感,宏才,1.10.44,26.0
夏日傾情,01/17/24,347,4 60-40,谷夜 C3 1650,好地,49,T,127,1086,班,沈,7,4 4 4,7,3 1/4,1.41.09,威威鬥士,皇仁福星,美麗歡聲,1.40.59,99.0
香飄萬里,01/17/24,347,4 60-40,谷夜 C3 1650,好地,48,T,126,1195,梁,賢,10,12 11 9,10,8 1/4,1.41.90,威威鬥士,皇仁福星,美麗歡聲,1.40.59,23.0
紅海勁,01/17/24,347,4 60-40,谷夜 C3 1650,好地,50,T,128,1093,綸,文,4,7 6 7,5,2 1/4,1.40.94,威威鬥士,皇仁福星,美麗歡聲,1.40.59,6.4
鐵三角,01/17/24,347,4 60-40,谷夜 C3 1650,好地,52,H,130,1210,潘,希,8,1 1 1,4,1,1.40.76,威威鬥士,皇仁福星,美麗歡聲,1.40.59,4.9
??領先,01/17/24,347,4 60-40,谷夜 C3 1650,好地,41,BT,114,1134,鍾,葉,11,5 5 5,6,2 3/4,1.41.01,威威鬥士,皇仁福星,美麗歡聲,1.40.59,11.0
金莊令,01/17/24,347,4 60-40,谷夜 C3 1650,好地,53,,129,1073,明,姚,12,11 12 12,11,8 1/4,1.41.91,威威鬥士,皇仁福星,美麗歡聲,1.40.59,36.0
傲龍駒,01/17/24,347,4 60-40,谷夜 C3 1650,好地,44,V,122,1117,年,容,1,6 7 6,12,9 1/4,1.42.06,威威鬥士,皇仁福星,美麗歡聲,1.40.59,21.0
聰明導彈,01/17/24,347,4 60-40,谷夜 C3 1650,好地,57,B2T,135,1130,森,柏,2,9 9 11,9,6 1/4,1.41.60,威威鬥士,皇仁福星,美麗歡聲,1.40.59,10.0
贏科超影,01/17/24,347,4 60-40,谷夜 C3 1650,好地,42,BX,120,1035,紹,廖,6,10 10 10,8,5 3/4,1.41.52,威威鬥士,皇仁福星,美麗歡聲,1.40.59,24.0
爭金奪冠,01/17/24,346,3 80-60,谷夜 C3 1000,好地,63,H1T1,119,1016,森,巫,3,- 8 7,7,2 3/4,0.57.89,萬眾開心,英雄豪邁,浪茄仔,0.57.43,33.0
安擁,01/17/24,346,3 80-60,谷夜 C3 1000,好地,63,SW-H-T,119,1080,梁,黎,10,- 10 10,10,7 1/2,0.58.64,萬眾開心,英雄豪邁,浪茄仔,0.57.43,95.0
運來勇士,01/17/24,346,3 80-60,谷夜 C3 1000,好地,60,SW-B1,116,1115,田,伍,9,- 1 1,6,2,0.57.76,萬眾開心,英雄豪邁,浪茄仔,0.57.43,7.7
加州得力,01/17/24,346,3 80-60,谷夜 C3 1000,好地,72,H1T,128,1095,聲,東,8,- 9 8,5,2,0.57.74,萬眾開心,英雄豪邁,浪茄仔,0.57.43,13.0
常常有餘,01/17/24,346,3 80-60,谷夜 C3 1000,好地,65,XT,121,1151,澤,柏,1,- 6 5,4,1 1/2,0.57.66,萬眾開心,英雄豪邁,浪茄仔,0.57.43,6.2
美麗邂逅,01/17/24,346,3 80-60,谷夜 C3 1000,好地,69,SWHT,125,1172,班,東,7,- 7 9,9,3 1/2,0.57.98,萬眾開心,英雄豪邁,浪茄仔,0.57.43,27.0
人和家興,01/17/24,346,3 80-60,谷夜 C3 1000,好地,79,BT,135,1216,艾,希,2,- 4 3,8,3 1/4,0.57.95,萬眾開心,英雄豪邁,浪茄仔,0.57.43,7.2
勇晉當銳,01/17/24,345,4 60-40,谷夜 C3 1200,好地,50,T,127,1075,森,沈,3,- 4 5,11,4,1.11.47,妙玲瓏,旋風飛颺,飛躍精英,1.10.84,15.0
青春力量,01/17/24,345,4 60-40,谷夜 C3 1200,好地,58,H,130,1035,熙,希,12,- 12 12,9,3 3/4,1.11.42,妙玲瓏,旋風飛颺,飛躍精英,1.10.84,99.0
花好月盈,01/17/24,345,4 60-40,谷夜 C3 1200,好地,43,P-H-X-T,120,1165,年,黎,11,- 11 11,6,3,1.11.30,妙玲瓏,旋風飛颺,飛躍精英,1.10.84,41.0
新幹線,01/17/24,345,4 60-40,谷夜 C3 1200,好地,46,HNT,123,1142,田,韋,2,- 6 7,10,3 3/4,1.11.45,妙玲瓏,旋風飛颺,飛躍精英,1.10.84,3.0
萬事靚,01/17/24,345,4 60-40,谷夜 C3 1200,好地,47,T,122,1245,顯,容,5,- 3 3,5,2 3/4,1.11.30,妙玲瓏,旋風飛颺,飛躍精英,1.10.84,8.5
馬有運,01/17/24,345,4 60-40,谷夜 C3 1200,好地,51,,128,1116,聲,伍,8,- 7 6,7,3,1.11.31,妙玲瓏,旋風飛颺,飛躍精英,1.10.84,17.0
長發,01/17/24,345,4 60-40,谷夜 C3 1200,好地,49,CH,126,1155,潘,鄭,4,- 10 10,4,2 1/4,1.11.18,妙玲瓏,旋風飛颺,飛躍精英,1.10.84,5.8
創奇蹟,01/17/24,345,4 60-40,谷夜 C3 1200,好地,42,B,119,1133,梁,文,7,- 1 1,12,9,1.12.28,妙玲瓏,旋風飛颺,飛躍精英,1.10.84,13.0
領航神駒,01/17/24,345,4 60-40,谷夜 C3 1200,好地,40,BT,117,1073,班,賢,1,- 8 9,8,3 1/2,1.11.39,妙玲瓏,旋風飛颺,飛躍精英,1.10.84,8.3
武林至尊,01/17/24,344,4 60-40,谷夜 C3 1800,好地,46,BT,121,1075,潘,希,10,9 9 9,6,1 3/4,1.51.41,滿多福,同寶寶,八駿笑昇,1.51.15,5.7
領航宇宙,01/17/24,344,4 60-40,谷夜 C3 1800,好地,48,SW-X-B2T,123,1052,森,黎,7,10 10 10,9,5,1.51.95,滿多福,同寶寶,八駿笑昇,1.51.15,35.0
龍船快,01/17/24,344,4 60-40,谷夜 C3 1800,好地,49,BT,124,1113,澤,呂,8,2 2 2,5,1 1/2,1.51.39,滿多福,同寶寶,八駿笑昇,1.51.15,6.4
大登殿,01/17/24,344,4 60-40,谷夜 C3 1800,好地,40,V,115,985,明,賀,4,8 8 7,4,1,1.51.32,滿多福,同寶寶,八駿笑昇,1.51.15,10.0
路路爽,01/17/24,344,4 60-40,谷夜 C3 1800,好地,50,SW,125,1134,禮,羅,6,7 7 8,10,6,1.52.11,滿多福,同寶寶,八駿笑昇,1.51.15,36.0
躡景追飛,01/17/24,344,4 60-40,谷夜 C3 1800,好地,47,T,122,1032,艾,沈,3,3 3 3,8,4 3/4,1.51.90,滿多福,同寶寶,八駿笑昇,1.51.15,11.0
精準快車,01/17/24,344,4 60-40,谷夜 C3 1800,好地,60,H,130,1034,鍾,姚,2,6 6 6,7,3 1/4,1.51.65,滿多福,同寶寶,八駿笑昇,1.51.15,16.0
全才,01/17/24,344,4 60-40,谷夜 C3 1800,好地,41,NT,116,1084,綸,葉,11,11 11 11,11,9 3/4,1.52.73,滿多福,同寶寶,八駿笑昇,1.51.15,59.0
國大合,01/17/24,343,5 40-0,谷夜 C3 1800,好地,35,B-SW1,130,1060,艾,廖,5,8 7 7,5,1,1.51.36,樂天派,鑽石福將,滿載歸來,1.51.19,17.0
豐盛多彩,01/17/24,343,5 40-0,谷夜 C3 1800,好地,35,BT,130,1094,森,黎,7,6 6 6,4,1/2,1.51.27,樂天派,鑽石福將,滿載歸來,1.51.19,6.6
神舟飛駒,01/17/24,343,5 40-0,谷夜 C3 1800,好地,40,BT,135,1057,班,韋,8,10 9 10,10,10 1/4,1.52.81,樂天派,鑽石福將,滿載歸來,1.51.19,21.0
怪獸豪俠,01/17/24,343,5 40-0,谷夜 C3 1800,好地,26,H2BT,119,1103,明,文,10,1 1 1,8,2 1/2,1.51.58,樂天派,鑽石福將,滿載歸來,1.51.19,34.0
勇進齊心,01/17/24,343,5 40-0,谷夜 C3 1800,好地,38,HT,133,1117,綸,賢,2,4 4 4,7,2,1.51.52,樂天派,鑽石福將,滿載歸來,1.51.19,10.0
?路菁英,01/17/24,343,5 40-0,谷夜 C3 1800,好地,38,BT,133,1274,董,巫,9,2 2 3,11,11 1/2,1.53.02,樂天派,鑽石福將,滿載歸來,1.51.19,34.0
獵狐者威,01/17/24,343,5 40-0,谷夜 C3 1800,好地,25,,120,1055,澤,呂,4,5 5 5,6,1 1/4,1.51.37,樂天派,鑽石福將,滿載歸來,1.51.19,8.5
生生福運,01/17/24,343,5 40-0,谷夜 C3 1800,好地,31,,126,1045,紹,徐,11,11 11 8,9,3,1.51.67,樂天派,鑽石福將,滿載歸來,1.51.19,24.0
川河型駒,01/13/24,342,3 80-60,田日 C 1400,好地,74,T,130,1037,艾,柏,6,4 3 3,12,4 1/4,1.23.14,君達得,同樣美麗,一定美麗,1.22.46,87.0
駿步騰飛,01/13/24,342,3 80-60,田日 C 1400,好地,61,X,117,1048,田,韋,13,5 5 7,9,3 1/2,1.23.01,君達得,同樣美麗,一定美麗,1.22.46,17.0
我做到,01/13/24,342,3 80-60,田日 C 1400,好地,62,B1T1H,118,1080,禮,伍,12,14 13 14,14,8,1.23.72,君達得,同樣美麗,一定美麗,1.22.46,42.0
歡樂至寶,01/13/24,342,3 80-60,田日 C 1400,好地,73,X,129,1172,澤,呂,4,7 7 6,4,1,1.22.63,君達得,同樣美麗,一定美麗,1.22.46,2.9
勤德威力,01/13/24,342,3 80-60,田日 C 1400,好地,62,XT,118,1100,綸,賀,9,9 9 10,7,2 1/4,1.22.81,君達得,同樣美麗,一定美麗,1.22.46,19.0
連連歡呼,01/13/24,342,3 80-60,田日 C 1400,好地,65,CX,121,1295,董,伍,11,13 12 11,11,4 1/4,1.23.13,君達得,同樣美麗,一定美麗,1.22.46,19.0
川河冠駒,01/13/24,342,3 80-60,田日 C 1400,好地,63,,119,1066,班,柏,3,10 10 9,6,2 1/4,1.22.81,君達得,同樣美麗,一定美麗,1.22.46,24.0
風繼續吹,01/13/24,342,3 80-60,田日 C 1400,好地,70,B,126,1172,梁,鄭,7,12 14 13,8,2 1/4,1.22.83,君達得,同樣美麗,一定美麗,1.22.46,13.0
東方飛影,01/13/24,342,3 80-60,田日 C 1400,好地,67,BT,118,1247,熙,希,5,11 11 12,10,4 1/4,1.23.13,君達得,同樣美麗,一定美麗,1.22.46,99.0
大紅袍,01/13/24,342,3 80-60,田日 C 1400,好地,70,VN,116,1209,弘,羅,8,2 2 2,13,4 1/2,1.23.19,君達得,同樣美麗,一定美麗,1.22.46,8.2
旌鷹,01/13/24,342,3 80-60,田日 C 1400,好地,67,H,123,1170,森,姚,10,6 6 5,5,1 1/4,1.22.66,君達得,同樣美麗,一定美麗,1.22.46,74.0
牽旺寶寶,01/13/24,341,3 85-60,田日 C 1600,好地,63,NX,115,1023,班,韋,13,11 10 11,10,9 1/2,1.36.41,快路,精算謀略,金佰令,1.34.90,99.0
客家之光,01/13/24,341,3 85-60,田日 C 1600,好地,68,HT,120,1152,董,巫,5,9 8 8,12,9 3/4,1.36.48,快路,精算謀略,金佰令,1.34.90,52.0
十八掌門,01/13/24,341,3 85-60,田日 C 1600,好地,65,B1X1,118,1135,年,沈,12,4 3 7,14,13 3/4,1.37.11,快路,精算謀略,金佰令,1.34.90,99.0
嘉應傳承,01/13/24,341,3 85-60,田日 C 1600,好地,74,B,126,1156,田,伍,2,5 7 4,8,4 1/4,1.35.59,快路,精算謀略,金佰令,1.34.90,17.0
久久為尊,01/13/24,341,3 85-60,田日 C 1600,好地,63,,117,1197,梁,希,8,12 11 10,7,3 1/2,1.35.46,快路,精算謀略,金佰令,1.34.90,7.7
意力迪迪,01/13/24,341,3 85-60,田日 C 1600,好地,83,T,135,1044,布,柏,14,14 14 14,9,4 1/2,1.35.64,快路,精算謀略,金佰令,1.34.90,42.0
威威父子,01/13/24,341,3 85-60,田日 C 1600,好地,62,H,113,983,顯,賀,1,6 5 6,11,9 3/4,1.36.47,快路,精算謀略,金佰令,1.34.90,99.0
長勝金駒,01/13/24,341,3 85-60,田日 C 1600,好地,66,,118,1214,紹,容,9,1 2 2,13,11 3/4,1.36.78,快路,精算謀略,金佰令,1.34.90,99.0
勁速威龍,01/13/24,341,3 85-60,田日 C 1600,好地,76,B,128,1162,澤,呂,11,13 13 12,5,2 3/4,1.35.35,快路,精算謀略,金佰令,1.34.90,6.1
禪勝輝煌,01/13/24,341,3 85-60,田日 C 1600,好地,79,BX,131,1169,森,呂,7,3 4 3,4,2 1/4,1.35.28,快路,精算謀略,金佰令,1.34.90,2.9
特別美麗,01/13/24,341,3 85-60,田日 C 1600,好地,65,B-C1,112,1207,鍾,羅,3,2 1 1,6,3 1/4,1.35.44,快路,精算謀略,金佰令,1.34.90,15.0
久久為金,01/13/24,340,3 80-60,田日 C 1200,好地,67,B1,126,1190,艾,賀,6,- 10 12,11,7 3/4,1.10.32,我為您,鐵金剛,連連有盈,1.09.07,17.0
爆笑,01/13/24,340,3 80-60,田日 C 1200,好地,72,BT,131,1080,田,東,9,- 7 7,6,5 1/4,1.09.90,我為您,鐵金剛,連連有盈,1.09.07,59.0
神來之筆,01/13/24,340,3 80-60,田日 C 1200,好地,61,,120,1042,董,葉,4,- 8 8,10,7,1.10.19,我為您,鐵金剛,連連有盈,1.09.07,99.0
跑得好快,01/13/24,340,3 80-60,田日 C 1200,好地,65,C-HT,124,1129,年,黎,2,- 9 9,5,4,1.09.72,我為您,鐵金剛,連連有盈,1.09.07,13.0
新風俠,01/13/24,340,3 80-60,田日 C 1200,好地,72,T,131,1150,布,賢,1,- 6 6,4,3 1/4,1.09.60,我為您,鐵金剛,連連有盈,1.09.07,3.2
勇威神駒,01/13/24,340,3 80-60,田日 C 1200,好地,64,SW1T,123,1142,聲,沈,10,- 3 4,12,8 1/2,1.10.43,我為您,鐵金剛,連連有盈,1.09.07,20.0
步履如風,01/13/24,340,3 80-60,田日 C 1200,好地,67,B2T,126,1167,森,容,8,- 4 3,7,5 3/4,1.09.98,我為您,鐵金剛,連連有盈,1.09.07,62.0
川河首駒,01/13/24,340,3 80-60,田日 C 1200,好地,61,T,120,1132,班,柏,12,- 11 10,9,5 3/4,1.10.00,我為您,鐵金剛,連連有盈,1.09.07,20.0
電源之駒,01/13/24,340,3 80-60,田日 C 1200,好地,76,E,135,1111,紹,文,11,- 12 11,8,5 3/4,1.09.99,我為您,鐵金剛,連連有盈,1.09.07,81.0
瑪瑙,01/13/24,339,2 100-80,田日 C 1200,好地,91,T-B1,123,1175,鍾,羅,1,- 3 3,6,6 1/4,1.09.67,錶之銀河,晶晶日上,幸運遇見,1.08.68,39.0
紫雲冰,01/13/24,339,2 100-80,田日 C 1200,好地,82,T,119,1186,澤,柏,6,- 8 8,7,6 3/4,1.09.77,錶之銀河,晶晶日上,幸運遇見,1.08.68,27.0
魅力寶駒,01/13/24,339,2 100-80,田日 C 1200,好地,86,,123,1178,艾,蔡,2,- 2 2,4,4 3/4,1.09.42,錶之銀河,晶晶日上,幸運遇見,1.08.68,9.0
當家精神,01/13/24,339,2 100-80,田日 C 1200,好地,87,NT,124,1119,班,韋,7,- 9 7,8,7,1.09.81,錶之銀河,晶晶日上,幸運遇見,1.08.68,53.0
駿馬風采,01/13/24,339,2 100-80,田日 C 1200,好地,94,BT,131,1229,紹,羅,9,- 7 9,9,7 3/4,1.09.92,錶之銀河,晶晶日上,幸運遇見,1.08.68,55.0
平海歡星,01/13/24,339,2 100-80,田日 C 1200,好地,98,,135,1137,布,蔡,3,- 1 1,5,5 1/4,1.09.52,錶之銀河,晶晶日上,幸運遇見,1.08.68,40.0
今朝更好,01/13/24,338,4 60-40,田日 C 1600,好地,59,B,134,1100,田,廖,4,9 9 8,4,2,1.36.34,好勁力,艾莉奧,幸運雄威,1.36.02,17.0
機械鬥士,01/13/24,338,4 60-40,田日 C 1600,好地,50,,123,1112,周,文,1,8 11 11,9,4 1/2,1.36.73,好勁力,艾莉奧,幸運雄威,1.36.02,65.0
友誼喜悅,01/13/24,338,4 60-40,田日 C 1600,好地,53,B,126,1151,明,姚,3,4 8 9,12,6 1/2,1.37.07,好勁力,艾莉奧,幸運雄威,1.36.02,42.0
北海盜,01/13/24,338,4 60-40,田日 C 1600,好地,47,B,122,1107,年,賀,6,10 12 12,14,10 1/2,1.37.72,好勁力,艾莉奧,幸運雄威,1.36.02,13.0
豪堡,01/13/24,338,4 60-40,田日 C 1600,好地,49,,124,1071,禮,蔡,2,7 7 7,5,2 1/4,1.36.36,好勁力,艾莉奧,幸運雄威,1.36.02,5.2
富喜來,01/13/24,338,4 60-40,田日 C 1600,好地,49,,124,1076,艾,鄭,11,11 6 2,6,3,1.36.48,好勁力,艾莉奧,幸運雄威,1.36.02,15.0
滿月,01/13/24,338,4 60-40,田日 C 1600,好地,55,T,130,1089,森,沈,9,12 10 10,13,9 1/4,1.37.51,好勁力,艾莉奧,幸運雄威,1.36.02,99.0
時時稱心,01/13/24,338,4 60-40,田日 C 1600,好地,57,BT,132,1134,潘,東,5,6 3 5,8,3 3/4,1.36.60,好勁力,艾莉奧,幸運雄威,1.36.02,2.9
縱橫大進,01/13/24,338,4 60-40,田日 C 1600,好地,43,HXT,118,1113,梁,黎,12,3 2 3,10,5,1.36.84,好勁力,艾莉奧,幸運雄威,1.36.02,48.0
逐步贏,01/13/24,338,4 60-40,田日 C 1600,好地,52,CH,127,1168,班,伍,13,13 14 13,7,3 1/2,1.36.58,好勁力,艾莉奧,幸運雄威,1.36.02,22.0
揚威四方,01/13/24,338,4 60-40,田日 C 1600,好地,43,T,118,1106,紹,韋,14,14 13 14,11,6 1/2,1.37.04,好勁力,艾莉奧,幸運雄威,1.36.02,50.0
雄昇勇士,01/13/24,337,4 60-40,田日 C 1400,好地,47,T1,123,1269,綸,徐,9,8 3 3,12,8 1/2,1.24.21,風火恆雲,馬梟雄,手錶之星,1.22.87,99.0
堅闖,01/13/24,337,4 60-40,田日 C 1400,好地,56,N,132,1082,潘,伍,14,12 14 13,10,4 3/4,1.23.64,風火恆雲,馬梟雄,手錶之星,1.22.87,3.6
翹?,01/13/24,337,4 60-40,田日 C 1400,好地,52,,126,1226,周,容,8,7 7 9,13,12,1.24.81,風火恆雲,馬梟雄,手錶之星,1.22.87,11.0
飛雲,01/13/24,337,4 60-40,田日 C 1400,好地,52,T1,128,1058,班,柏,1,5 6 6,7,4 1/2,1.23.59,風火恆雲,馬梟雄,手錶之星,1.22.87,22.0
四喜鳥,01/13/24,337,4 60-40,田日 C 1400,好地,53,BT,129,1099,梁,黎,13,2 2 2,6,3 1/4,1.23.41,風火恆雲,馬梟雄,手錶之星,1.22.87,15.0
三代同心,01/13/24,337,4 60-40,田日 C 1400,好地,52,BT,123,1142,鍾,東,4,4 5 5,11,6 3/4,1.23.94,風火恆雲,馬梟雄,手錶之星,1.22.87,31.0
魅力一丁,01/13/24,337,4 60-40,田日 C 1400,好地,40,B,116,1117,禮,呂,12,14 13 14,9,4 3/4,1.23.63,風火恆雲,馬梟雄,手錶之星,1.22.87,13.0
揚揚大道,01/13/24,337,4 60-40,田日 C 1400,好地,58,VT,134,1201,紹,羅,10,13 12 10,8,4 3/4,1.23.62,風火恆雲,馬梟雄,手錶之星,1.22.87,48.0
澳華威威,01/13/24,337,4 60-40,田日 C 1400,好地,47,SW,123,1017,董,賀,3,6 8 7,4,1 3/4,1.23.17,風火恆雲,馬梟雄,手錶之星,1.22.87,18.0
都柏名駒,01/13/24,337,4 60-40,田日 C 1400,好地,44,VT,118,1261,明,文,7,9 11 12,14,18 3/4,1.25.86,風火恆雲,馬梟雄,手錶之星,1.22.87,46.0
一舖縱橫,01/13/24,337,4 60-40,田日 C 1400,好地,44,B,120,1087,森,葉,6,10 10 11,5,3 1/4,1.23.38,風火恆雲,馬梟雄,手錶之星,1.22.87,9.9
英雄戰士,01/13/24,336,4 60-40,田日 C 1000,好地,52,,125,1029,周,容,1,- 12 11,8,8 3/4,0.58.44,令才,健康快車,占士德,0.57.05,99.0
金勝名駒,01/13/24,336,4 60-40,田日 C 1000,好地,52,HT,127,1035,董,賢,8,- 9 9,7,7 1/4,0.58.22,令才,健康快車,占士德,0.57.05,99.0
小小吾駒,01/13/24,336,4 60-40,田日 C 1000,好地,52,T1,127,1097,布,羅,10,- 11 10,5,2 1/4,0.57.39,令才,健康快車,占士德,0.57.05,24.0
大千陽明,01/13/24,336,4 60-40,田日 C 1000,好地,46,X,121,1065,森,呂,4,- 4 4,12,12 1/4,0.59.02,令才,健康快車,占士德,0.57.05,56.0
紅逸舍,01/13/24,336,4 60-40,田日 C 1000,好地,57,H-SW1T,132,1091,艾,黎,3,- 3 5,9,9 1/4,0.58.54,令才,健康快車,占士德,0.57.05,22.0
烈火駿馬,01/13/24,336,4 60-40,田日 C 1000,好地,50,B,120,1175,鍾,姚,11,- 8 7,4,2,0.57.37,令才,健康快車,占士德,0.57.05,10.0
日新月著,01/13/24,336,4 60-40,田日 C 1000,好地,41,B2,114,1063,明,賀,14,- 10 8,6,3 3/4,0.57.66,令才,健康快車,占士德,0.57.05,21.0
八心之威,01/13/24,336,4 60-40,田日 C 1000,好地,48,BT,123,1138,班,韋,5,- 5 6,11,10 3/4,0.58.76,令才,健康快車,占士德,0.57.05,43.0
海豚星,01/13/24,336,4 60-40,田日 C 1000,好地,55,,128,1221,顯,徐,2,- 7 12,10,10,0.58.63,令才,健康快車,占士德,0.57.05,43.0
德心知遇,01/13/24,335,4 60-40,田日 C 1200,好地,59,H1,135,1148,潘,蔡,7,- 4 6,11,9,1.11.59,時間寶,合夥奔馳,旺旺快駒,1.10.13,8.4
鋒王,01/13/24,335,4 60-40,田日 C 1200,好地,52,,128,1137,梁,鄭,4,- 7 8,9,7 3/4,1.11.38,時間寶,合夥奔馳,旺旺快駒,1.10.13,60.0
威力勇驥,01/13/24,335,4 60-40,田日 C 1200,好地,52,,128,1104,艾,賀,11,- 12 12,10,8,1.11.42,時間寶,合夥奔馳,旺旺快駒,1.10.13,80.0
驍勇善戰,01/13/24,335,4 60-40,田日 C 1200,好地,50,T,126,1080,禮,黎,8,- 8 7,8,6 1/4,1.11.15,時間寶,合夥奔馳,旺旺快駒,1.10.13,56.0
鼓浪晴天,01/13/24,335,4 60-40,田日 C 1200,好地,46,N,122,1068,聲,姚,1,- 3 3,7,6,1.11.08,時間寶,合夥奔馳,旺旺快駒,1.10.13,23.0
紅海風帆,01/13/24,335,4 60-40,田日 C 1200,好地,52,T,128,1169,布,文,10,- 6 4,4,2,1.10.45,時間寶,合夥奔馳,旺旺快駒,1.10.13,4.7
投資有利,01/13/24,335,4 60-40,田日 C 1200,好地,44,NT,115,1125,鍾,韋,6,- 5 5,5,3 1/4,1.10.64,時間寶,合夥奔馳,旺旺快駒,1.10.13,51.0
場長勝,01/13/24,335,4 60-40,田日 C 1200,好地,43,B2,119,1165,森,賢,2,- 11 10,6,3 1/2,1.10.70,時間寶,合夥奔馳,旺旺快駒,1.10.13,9.9
勇眼光,01/13/24,335,4 60-40,田日 C 1200,好地,56,OT,132,1324,田,希,5,- 10 11,12,13 1/4,1.12.27,時間寶,合夥奔馳,旺旺快駒,1.10.13,7.3
新強福盈,01/13/24,334,4 60-40,田日 C 1200,好地,52,,129,1047,聲,廖,4,- 3 3,11,5 3/4,1.11.04,獨步天下,金榜之星,智智多寶,1.10.13,27.0
