馬匹,日期,場,班次,路程,場地,分,配備,磅,排位重,騎,練,檔,走位,名,距離,時間,冠,亚,季,頭馬,賠
都靈福星,01/31/24,387,3 80-60,谷夜 A 1650,好地,75,CT,132,1116,田,伍,11,9 10 9,3,2,1.40.35,極速奇兵,赤兔猴王,▲,1.40.05,22
正氣青驅,01/31/24,386,3 80-60,谷夜 A 1200,好地,64,HT,116,1189,鍾,東,11,- 8 8,3,2 3/4,1.10.15,好友心得,美麗第一,▲,1.09.72,10
連連歡呼,01/31/24,385,3 80-60,谷夜 A 1200,好地,62,CX,119,1279,年,伍,6,- 12 12,3,3/4,1.10.42,常常有餘,人和家興,▲,1.10.27,31
鄉村樂韻,01/31/24,384,4 60-40,谷夜 A 1200,好地,47,P,123,1116,年,蔡,4,- 3 4,3,短頭,1.11.25,開心高球,合金皇,▲,1.11.24,8.7
美麗歡聲,01/31/24,383,4 60-40,谷夜 A 1650,好地,47,B-V1T,123,1217,班,東,10,3 2 2,3,1 1/2,1.41.56,大千氣象,得意佳作,▲,1.41.32,8.7
超額認購,01/31/24,382,4 60-40,谷夜 A 1000,好地,49,X,124,1203,度,賀,2,- 4 4,3,頭,0.57.78,電路七號,天火同人,▲,0.57.75,7.8
耀寶駒,01/31/24,381,4 60-40,谷夜 A 1200,好地,55,BT,131,1107,潘,黎,7,- 8 7,3,3 1/2,1.10.66,電訊飛車,星雲浩騰,▲,1.10.12,3.1
飛躍凱旋,01/31/24,380,5 40-0,谷夜 A 1200,好地,31,BT,126,1228,田,韋,1,- 8 8,3,1/2,1.10.93,晉神,人和家盛,▲,1.10.85,6.4
赤子雄心,01/31/24,379,5 40-0,谷夜 A 2200,好地,26,,121,1033,艾,柏,8,2 2 1,3,頸,2.18.84,皇金風速,國大合,▲,2.18.79,12
瑰麗人生,01/28/24,378,3 80-60,田日 A 1400,好地,65,BT,122,1085,森,呂,9,3 6 5,3,1/2,1.22.56,堅又威,電子傳奇,▲,1.22.48,11
久久為尊,01/28/24,377,3 80-60,田日 A 1600,好地,62,SW1,121,1194,田,希,3,8 10 9,3,頸,1.35.11,魅力知遇,港林福將,▲,1.35.07,7.9
福逸,01/28/24,376,G1,田日 A 1200,好地,125,BXT,126,1168,布,黎,6,- 9 5,3,2 1/2,1.09.82,維港智能,幸運有您,▲,1.09.43,7
顏色大皇,01/28/24,375,3 80-60,田日 A 1200,好地,67,T,123,1036,森,東,6,- 1 1,3,3 1/2,1.09.83,華麗再勝,光年八十,▲,1.09.26,12
非凡達,01/28/24,374,4 60-40,田日 A 1200,好地,59,BT,129,1113,鍾,沈,6,- 9 9,3,3 1/2,1.10.08,快狠準,手機錶霸,▲,1.09.53,3.1
烈火駿馬,01/28/24,373,4 60-40,田日 A 1600,好地,49,B-V1,124,1178,田,姚,13,7 7 7,3,3,1.35.52,時時稱心,富喜來,▲,1.35.05,12
我做到,01/28/24,372,4 60-40,田日 A 1400,好地,60,BHT,130,1075,鍾,伍,4,11 10 10,3,1 1/4,1.22.95,熊噹噹,你知我得,▲,1.22.75,64
獨步天下,01/28/24,371,4 60-40,田日 A 1200,好地,58,,133,1144,賈,呂,1,- 4 4,3,1 1/2,1.10.12,高進明駒,忠誠寶寶,▲,1.09.88,2.3
喜報圍家,01/28/24,370,5 40-0,田日 A 1600,好地,34,BT,129,1156,潘,黎,11,5 6 6,3,頸,1.36.49,美麗多盈,閃耀將神,▲,1.36.43,5.7
夢照發,01/28/24,369,4 60-40,田日 A 2000,好地,52,BT,130,1114,度,沈,7,6 6 7,3,6,2.02.53,翔龍再現,一支箭,▲,2.01.58,69
黃腳?,01/24/24,368,3 80-60,泥夜  1650,好泥,79,X,134,1211,森,呂,8,1 1 1,3,1 3/4,1.38.38,無心睡眠,魅影獵飛,▲,1.38.09,6.7
喜至寶,01/24/24,367,3 80-60,泥夜  1200,好泥,75,T,130,1182,澤,柏,6,- 9 7,3,2 3/4,1.09.03,怡勁力,泉龍駒,▲,1.08.60,4.3
實力哥,01/24/24,366,4 60-40,泥夜  1200,好泥,54,B2T,129,1174,田,希,2,- 8 7,3,2 3/4,1.09.28,佳尊三,伶俐驫駒,▲,1.08.84,9.9
鑽飾翱翔,01/24/24,365,4 60-40,泥夜  1200,好泥,48,T,119,1203,鍾,姚,7,- 9 11,3,3 1/2,1.09.55,天行健,型到爆,▲,1.09.01,14
亞洲力量,01/24/24,364,5 40-0,泥夜  1650,好泥,37,V-C2XT,133,1103,禮,黎,1,7 8 7,3,1 1/4,1.39.76,麒麟,飛騰騅,▲,1.39.55,10
怪獸奇兵,01/24/24,363,4 60-40,泥夜  1650,好泥,60,T,125,1177,弘,文,6,9 8 10,3,1 1/4,1.39.80,縱橫大進,妙算歡騰,▲,1.39.60,8.1
一先生,01/24/24,362,2 100-80,泥夜  1650,好泥,86,T,125,1125,班,姚,1,3 3 4,3,1 3/4,1.40.37,保羅承傳,敏捷神駒,▲,1.40.10,8.2
大道至正,01/24/24,361,4 60-40,泥夜  1800,好泥,48,X,123,1188,森,鄭,3,8 9 8,3,1 1/2,1.50.11,世澤歆星,逐步贏,▲,1.49.89,9.3
銀騰,01/21/24,360,3 80-60,田日 A 1400,好地,65,BHT,125,1150,紹,巫,10,6 7 7,3,1 1/2,1.22.31,風雲武士,星運少爵,▲,1.22.07,18
增有,01/21/24,359,2 105-80,田日 A 1400,好地,90,BHX,121,1063,潘,賀,5,10 9 8,3,2,1.21.60,綠族無限,巴閉哥,▲,1.21.27,7.5
木火兄弟,01/21/24,358,2 90-65,田日 A 2000,好地,78,T,126,1173,梁,鄭,2,3 5 2,3,1,2.02.72,自然力量,安騁,▲,2.02.54,5.6
常拼常勇,01/21/24,358,2 90-65,田日 A 2000,好地,83,V,131,1129,麥,姚,6,10 10 9,3,1,2.02.72,自然力量,安騁,木火兄弟,2.02.54,3.4
美麗同享,01/21/24,357,G1,田日 A 1600,好地,117,HT,126,1035,梁,東,5,8 8 6,3,2 1/4,1.34.31,遨遊氣泡,永遠美麗,▲,1.33.97,12
誠好運,01/21/24,356,4 60-40,田日 A 1200,好地,58,,133,1012,梁,羅,9,- 11 10,3,1,1.10.53,大英才,增強,▲,1.10.36,6.8
電路九號,01/21/24,355,4 60-40,田日 A 1400,好地,47,BT,122,1161,禮,巫,1,7 5 6,3,1 1/2,1.22.60,巴閉仔,陽光勇士,▲,1.22.35,13
連連勝利,01/21/24,354,4 60-40,田日 A 1000,好地,46,,121,1044,潘,蔡,12,- 4 4,3,1/2,0.58.00,球星,綠色有料,▲,0.57.90,5.6
以戰得勝,01/21/24,353,3 80-60,田日 A 1200,好地,62,SWXT,118,1125,度,羅,4,- 6 4,3,3 1/4,1.09.45,氣勢,嘉應高昇,▲,1.08.93,49
凱旋幸運,01/21/24,352,4 60-40,田日 A 1400,好地,52,B1T1,126,1066,明,賀,1,10 10 5,3,2 3/4,1.23.24,金匯昇昇,星河小子,▲,1.22.78,99
星際精英,01/21/24,351,5 40-0,田日 A 1200,好地,28,T,120,1181,森,容,4,- 2 2,3,1/2,1.10.36,世界籐王,鑽石寶寶,▲,1.10.25,6.1
鈁糖武士,01/17/24,350,3 80-60,谷夜 C3 1200,好地,65,B-T,122,1103,聲,柏,1,- 2 3,3,1 3/4,1.10.48,錶壇精英,精算暴雪,▲,1.10.21,8.1
加州偟者,01/17/24,349,3 80-60,谷夜 C3 1650,好地,71,T,130,1093,艾,東,4,8 8 9,3,1 1/4,1.40.97,獨角獸,錶之量子,▲,1.40.77,8.1
宏才,01/17/24,348,4 60-40,谷夜 C3 1200,好地,43,T,120,1077,潘,賢,5,- 6 7,3,1 1/4,1.10.63,樂加福,真感,▲,1.10.44,3.9
美麗歡聲,01/17/24,347,4 60-40,谷夜 C3 1650,好地,46,BT,119,1209,熙,東,3,3 3 3,3,3/4,1.40.72,威威鬥士,皇仁福星,▲,1.40.59,5.8
浪茄仔,01/17/24,346,3 80-60,谷夜 C3 1000,好地,65,T,116,1037,鍾,東,5,- 3 4,3,1 1/4,0.57.65,萬眾開心,英雄豪邁,▲,0.57.43,7.6
飛躍精英,01/17/24,345,4 60-40,谷夜 C3 1200,好地,40,SWHX,117,1087,綸,姚,10,- 2 2,3,2 1/4,1.11.18,妙玲瓏,旋風飛颺,▲,1.10.84,59
八駿笑昇,01/17/24,344,4 60-40,谷夜 C3 1800,好地,50,SWT,125,1104,班,東,1,5 5 5,3,3/4,1.51.27,滿多福,同寶寶,▲,1.51.15,15
滿載歸來,01/17/24,343,5 40-0,谷夜 C3 1800,好地,40,BT,135,1203,梁,容,1,3 3 2,3,短頭,1.51.21,樂天派,鑽石福將,▲,1.51.19,2.7
一定美麗,01/13/24,342,3 80-60,田日 C 1400,好地,68,PE,124,1210,年,蔡,14,3 4 4,3,頸,1.22.49,君達得,同樣美麗,▲,1.22.46,8.7
金佰令,01/13/24,341,3 85-60,田日 C 1600,好地,72,HX,124,1215,禮,姚,4,7 9 9,3,1 1/4,1.35.10,快路,精算謀略,▲,1.34.90,12
連連有盈,01/13/24,340,3 80-60,田日 C 1200,好地,74,HT,131,1215,明,東,3,- 2 2,3,2,1.09.37,我為您,鐵金剛,▲,1.09.07,7.2
幸運遇見,01/13/24,339,2 100-80,田日 C 1200,好地,83,H1,120,1094,禮,希,8,- 5 6,3,4 1/2,1.09.40,錶之銀河,晶晶日上,▲,1.08.68,7.9
幸運雄威,01/13/24,338,4 60-40,田日 C 1600,好地,53,SW,128,1047,布,容,7,5 5 6,3,1 3/4,1.36.31,好勁力,艾莉奧,▲,1.36.02,6.5
手錶之星,01/13/24,337,4 60-40,田日 C 1400,好地,49,T-,125,1145,聲,丁,11,1 1 1,3,1 1/4,1.23.05,風火恆雲,馬梟雄,▲,1.22.87,24
占士德,01/13/24,336,4 60-40,田日 C 1000,好地,60,,125,1150,弘,容,6,- 2 2,3,1 1/4,0.57.26,令才,健康快車,▲,0.57.05,1.5
旺旺快駒,01/13/24,335,4 60-40,田日 C 1200,好地,52,,128,1076,紹,廖,3,- 9 9,3,2,1.10.45,時間寶,合夥奔馳,▲,1.10.13,9.5
智智多寶,01/13/24,334,4 60-40,田日 C 1200,好地,52,,129,1118,田,希,6,- 8 8,3,1 1/2,1.10.38,獨步天下,金榜之星,▲,1.10.13,3.2
閃耀將神,01/13/24,333,5 40-0,田日 C 1400,好地,39,B2T2,135,1203,森,容,9,12 12 11,3,2 1/4,1.23.45,荃程路通,美麗多盈,▲,1.23.09,16
有財有勢,01/10/24,332,3 80-60,谷夜 BC 1200,好地,68,B1,126,1074,禮,蔡,3,- 11 10,3,2 1/2,1.10.30,合夥雄心,寰宇豐采,▲,1.09.89,7.3
精彩生活,01/10/24,331,3 80-60,谷夜 BC 1800,好地,79,SWT,135,1133,森,姚,5,1 1 1,3,短頭,1.50.46,總理,中華英雄,▲,1.50.44,22
喜蓮勇感,01/10/24,330,G3,谷夜 BC 1800,好地,94,SWT,117,1220,澤,沈,9,3 3 4,3,1 1/2,1.48.55,越駿歡欣,當年情,▲,1.48.29,2.4
耀寶駒,01/10/24,329,4 60-40,谷夜 BC 1200,好地,55,BT,131,1096,艾,黎,2,- 4 4,3,1 3/4,1.10.73,風中勁松,宏才,▲,1.10.46,3.2
共創成果,01/10/24,328,4 60-40,谷夜 BC 1200,好地,52,,125,1058,周,容,1,- 5 5,3,3/4,1.10.78,有鴻利,高明駿將,▲,1.10.64,12
建測?英,01/10/24,327,4 60-40,谷夜 BC 1650,好地,59,SWT,133,1177,周,希,3,5 6 6,3,2 1/4,1.40.94,赤兔猴王,華卓晴,▲,1.40.60,8.3
成才,01/10/24,326,4 60-40,谷夜 BC 1650,好地,49,B-O1X,124,1188,田,希,5,1 1 1,3,4,1.41.13,極速奇兵,開心勇駒,▲,1.40.49,10
月球,01/10/24,325,5 40-0,谷夜 BC 1000,好地,35,B-O2T,126,1146,鍾,黎,7,- 4 6,3,1 3/4,0.58.30,謙謙君子,中華威威,▲,0.58.01,12
桃花雲,01/07/24,324,2 100-80,田日 B 1600,好地,87,T,122,1039,聲,東,13,13 13 12,3,2 3/4,1.34.92,驕陽明駒,駿馬快車,▲,1.34.48,15
銀騰,01/07/24,323,3 80-60,田日 B 1400,好地,65,BHT,121,1151,紹,巫,3,10 9 9,3,1 1/4,1.22.10,馬林,巴閉哥,▲,1.21.90,74
八心八箭,01/07/24,322,3 80-60,泥日  1200,好泥,65,VT,122,1215,森,徐,12,- 1 1,3,3/4,1.08.67,喜至寶,好拍檔,▲,1.08.55,9.9
包裝必勝,01/07/24,321,G3,田日 B 1000,好地,100,N,117,1176,森,呂,7,- 5 9,3,3,0.57.32,狀元及第,賢者無敵,▲,0.56.86,4.8
顏色王子,01/07/24,320,4 60-40,泥日  1200,好泥,55,NT,130,1187,布,韋,2,- 1 1,3,3,1.09.28,快錢,鑽飾璀璨,▲,1.08.82,12
不可擋,01/07/24,319,3 80-60,田日 B 1000,好地,65,N-B2T,116,1132,鍾,韋,9,- 1 1,3,1,0.57.71,怡心聲,萬里飛至,▲,0.57.55,4
年年友福,01/07/24,318,4 60-40,田日 B 1800,好地,47,B,122,1185,年,鄭,8,4 4 4,3,1 3/4,1.48.41,精算特殊,滿多福,▲,1.48.13,27
加州動員,01/07/24,317,4 60-40,田日 B 1400,好地,52,BT,122,1048,鍾,東,7,8 9 9,3,3 3/4,1.22.59,紫荊綻放,大數據,▲,1.21.99,27
手機錶霸,01/07/24,316,4 60-40,田日 B 1200,好地,52,HX,127,1210,澤,呂,9,- 5 6,3,1 1/2,1.10.17,福國寶,仁心星,▲,1.09.95,3.5
東風壹號,01/07/24,315,5 40-0,泥日  1200,好泥,32,BT,131,1243,聲,廖,4,- 4 4,3,1 1/2,1.09.45,洪運派彩,最多歡笑,▲,1.09.23,5
嫡愛心,01/04/24,314,2 100-80,谷夜 A 1200,好地,96,,132,1189,艾,蔡,1,- 7 5,3,頸,1.09.87,電氣騎士,傑出漢子,▲,1.09.83,3.8
八駿巨昇,01/04/24,313,3 80-60,谷夜 A 1200,好地,77,HT,129,1160,鍾,東,2,- 1 1,3,1/2,1.09.90,一代天嬌,美麗第一,▲,1.09.80,21
論文,01/04/24,312,3 80-60,谷夜 A 1650,好地,65,T,120,1201,度,羅,1,4 3 3,3,1 1/2,1.40.62,威武覺醒,智取神駒,▲,1.40.36,5.5
超額認購,01/04/24,311,4 60-40,谷夜 A 1000,好地,49,X,126,1195,度,賀,9,- 6 6,3,1 1/2,0.57.47,快如龍,美麗緣分,▲,0.57.21,16
勁叻仔,01/04/24,310,4 60-40,谷夜 A 1650,好地,44,B2T,123,1085,梁,鄭,2,5 4 3,3,1 1/4,1.41.69,得意佳作,威威鬥士,▲,1.41.50,18
團結一心,01/04/24,309,5 40-0,谷夜 A 1650,好地,32,SWXT,127,1159,森,希,4,6 8 8,3,3/4,1.41.68,蟲草之凰,無敵精英,▲,1.41.54,3.9
上校,01/04/24,308,4 60-35,谷夜 A 1200,好地,41,V,114,1193,顯,姚,10,- 1 1,3,1 3/4,1.10.43,新幹線,旅遊高球,▲,1.10.16,6.8
欣感,01/04/24,307,4 60-35,谷夜 A 1200,好地,49,B-N-T,124,1071,年,黎,1,- 6 6,3,4,1.10.49,無限美麗,皇帝英明,▲,1.09.87,71
瑰麗人生,01/01/24,306,3 80-60,田日 A 1400,好地,65,BT,124,1097,森,呂,3,5 6 6,3,1 1/4,1.23.21,時尚歡欣,一定美麗,▲,1.23.00,9.3
綠族無限,01/01/24,305,3 80-60,田日 A 1200,好地,80,,135,1139,田,伍,5,- 10 9,3,3 1/2,1.09.68,氣勢,嘉應高昇,▲,1.09.12,2.3
滿歡笑,01/01/24,304,3 80-60,田日 A 1400,好地,63,,122,1200,艾,鄭,13,13 13 9,3,2,1.22.87,朗朗乾坤,魅力知遇,▲,1.22.54,10
美麗同享,01/01/24,303,G3,田日 A 1400,好地,118,HT,123,1042,麥,東,4,7 7 7,3,2 3/4,1.22.40,神虎龍駒,健康愉快,▲,1.21.98,4.2
時時稱心,01/01/24,302,4 60-40,田日 A 1400,好地,57,BT,133,1144,麥,東,5,10 10 12,3,1 1/4,1.22.59,安泰,佳福駒,▲,1.22.40,6.9
金匯昇昇,01/01/24,301,4 60-40,田日 A 1400,好地,51,,127,1015,潘,蔡,7,7 7 8,3,3/4,1.23.89,逐夢年代,幸運星球,▲,1.23.75,2.9
洪運派彩,01/01/24,300,5 40-0,田日 A 1400,好地,33,,128,1190,紹,徐,13,1 1 1,3,1 1/2,1.23.66,紅鬃烈馬,活力多多,▲,1.23.44,35
浪漫風采,01/01/24,299,3 80-60,田日 A 1800,好地,68,VT,126,1179,森,沈,8,5 6 7,3,4 1/4,1.49.23,常拼常勇,博才,▲,1.48.55,10
連連勝利,01/01/24,298,4 60-40,田日 A 1200,好地,46,,124,1042,艾,蔡,1,- 1 1,3,3 1/2,1.10.31,風雲武士,電訊龍駒,▲,1.09.75,6.6
帥炸,01/01/24,297,4 60-40,田日 A 1200,好地,52,T1,129,1041,麥,賢,5,- 7 6,3,2 1/4,1.10.16,光年八十,快狠準,▲,1.09.80,23
十八掌,12/29/23,296,3 80-60,谷夜 C6 1650,好地,63,BT,118,1226,度,沈,4,4 4 4,3,1 3/4,1.40.52,久久為攻,飛輪步,▲,1.40.26,15
炯炯有神,12/29/23,295,3 80-60,谷夜 C6 1200,好地,63,T,120,1151,綸,東,1,- 6 5,3,1/2,1.10.33,穿甲鷹,一代天嬌,▲,1.10.24,12
寶安威,12/29/23,294,4 60-40,谷夜 C6 1200,好地,46,B,121,1127,紹,丁,2,- 5 6,3,3/4,1.10.72,真感,宏才,▲,1.10.60,9.9
高明駿將,12/29/23,293,4 60-40,谷夜 C6 1200,好地,55,B,130,1065,潘,呂,11,- 10 10,3,3 1/4,1.10.38,風中勁松,樂加福,▲,1.09.87,15
龍船快,12/29/23,292,4 60-40,谷夜 C6 1650,好地,49,BT,128,1134,森,呂,7,1 1 1,3,1 1/2,1.40.96,美麗歡聲,鐵三角,▲,1.40.71,9.5
綠族威,12/29/23,291,4 60-40,谷夜 C6 1650,好地,43,T,119,1198,明,姚,7,2 2 2,3,2 3/4,1.41.22,超勁寶寶,都靈勇士,▲,1.40.78,17
晉神,12/29/23,290,5 40-0,谷夜 C6 1200,好地,40,BT,132,1068,度,葉,3,- 8 9,3,3/4,1.10.59,九秒九,前風,▲,1.10.48,7.5
紅粉豐彩,12/29/23,289,5 40-0,谷夜 C6 2200,好地,37,NXT,132,1253,潘,韋,6,2 3 1,3,1,2.18.05,綠登,樂捉鳥,▲,2.17.87,6.2
精算謀略,12/26/23,288,3 80-60,田日 C 1600,好地,73,B1,133,1162,潘,蔡,7,10 10 11,3,1,1.34.83,禪勝輝煌,港林福將,▲,1.34.67,6.9
英雄豪邁,12/26/23,287,3 80-60,田日 C 1000,好地,73,SWT,132,1099,麥,羅,4,- 7 9,3,1 1/4,0.56.77,爵登,加州德至,▲,0.56.58,12
愛馬善,12/26/23,286,3 80-60,田日 C 1200,好地,65,VH,123,1115,麥,鄭,10,- 4 4,3,1,1.08.99,精算暴雪,華麗再勝,▲,1.08.83,14
縱橫大進,12/26/23,285,4 60-40,田日 C 1600,好地,42,HXT,118,1116,澤,黎,1,4 4 4,3,頸,1.35.43,快路,豪堡,▲,1.35.38,15
澳華威威,12/26/23,284,4 60-40,泥日  1200,好泥,47,SW,123,1015,度,賀,4,- 9 5,3,3 3/4,1.09.24,鑽飾璀璨,伶俐驫駒,▲,1.08.62,6.3
大才,12/26/23,283,4 60-40,田日 C 1200,好地,57,BT,132,1082,布,葉,5,- 5 4,3,1 1/2,1.10.00,誠好運,金榜之星,▲,1.09.76,10
健康快車,12/26/23,282,4 60-40,田日 C 1000,好地,52,,127,1131,禮,蔡,5,- 8 6,3,3,0.57.10,中環精英,水晶酒杯,▲,0.56.62,57
禪勝寶駒,12/26/23,281,2 100-75,泥日  1200,好泥,94,XT,131,1175,禮,呂,5,- 7 6,3,3/4,1.08.78,量化歡騰,四季醒,▲,1.08.66,8.8
富存大師,12/26/23,280,5 40-0,田日 C 1400,好地,25,BXT,121,1088,森,黎,4,5 6 7,3,2 1/4,1.23.35,魅力一丁,荃程路通,▲,1.22.98,20
威望,12/26/23,279,5 40-0,泥日  1200,好泥,37,T,130,1074,熙,葉,8,- 10 10,3,4,1.10.61,創奇蹟,最多歡笑,▲,1.09.98,49
星運少爵,12/23/23,278,3 80-60,田日 C 1400,好地,68,,123,1152,澤,柏,11,11 12 12,3,1 1/2,1.22.88,風繼續吹,同樣美麗,▲,1.22.63,3.7
精彩動力,12/23/23,277,3 85-60,泥日  1650,好泥,73,PHT,115,1075,弘,柏,5,12 12 8,3,2,1.38.93,魅影獵飛,手到再來,▲,1.38.61,10
駿步騰飛,12/23/23,276,3 80-60,田日 C 1200,好地,61,X,118,1051,田,韋,4,- 6 6,3,1,1.10.15,歡樂至寶,穿甲戰鷹,▲,1.09.98,21
木火兄弟,12/23/23,275,2 100-75,田日 C 2000,好地,78,T,115,1167,綸,鄭,8,3 3 4,3,3/4,2.01.91,安騁,錶之五知,▲,2.01.77,5.8
四喜鳥,12/23/23,274,4 60-40,田日 C 1400,好地,53,H-BT,129,1088,梁,黎,6,4 4 6,3,3/4,1.23.14,堅闖,一絕,▲,1.23.03,19
世澤歆星,12/23/23,273,4 60-35,泥日  1650,好泥,51,BT,128,1147,年,丁,12,3 3 4,3,1/2,1.39.79,雪山神駒,歡喜福星,▲,1.39.71,10
喜勝威龍,12/23/23,272,5 40-0,田日 C 1600,好地,40,B-,125,1116,弘,希,6,5 6 6,3,2,1.36.39,活力多多,天使獵人,▲,1.36.09,12
金獅勝將,12/23/23,271,4 60-40,田日 C 1400,好地,52,,129,1036,梁,希,5,1 2 3,3,5 3/4,1.24.13,定數,非凡達,▲,1.23.20,30
翹?,12/23/23,270,4 60-40,田日 C 1200,好地,52,,125,1216,周,容,5,- 4 5,3,1 3/4,1.10.80,勝利神駒,紅海風帆,▲,1.10.54,72
翔龍再現,12/23/23,269,4 60-35,田日 C 2000,好地,57,B,135,1239,潘,賀,2,7 6 6,3,2,2.04.71,慶萬家,奇妙年華,▲,2.04.39,4
閃電,12/20/23,268,3 80-60,谷夜 C3 1200,好地,76,T,131,1173,周,沈,7,- 10 9,3,2,1.10.14,添開心,縱橫萬里,▲,1.09.81,16
無限美麗,12/20/23,267,4 60-40,谷夜 C3 1200,好地,52,,129,1140,禮,蔡,7,- 7 7,3,2 1/4,1.10.69,多多配合,銀進,▲,1.10.32,9.7
極速奇兵,12/20/23,266,4 60-40,谷夜 C3 1650,好地,57,,134,1213,禮,姚,10,7 9 9,3,1/2,1.41.66,極速滿貫,赤兔猴王,▲,1.41.59,2
超超比,12/20/23,265,2 100-75,谷夜 C3 1650,好地,86,T,121,1145,周,沈,8,2 2 4,3,2,1.41.57,越駿歡欣,喜旺駒,▲,1.41.23,1.8
奇寶,12/20/23,264,4 60-40,谷夜 C3 1000,好地,54,PT,131,1223,潘,蔡,12,- 9 8,3,1 3/4,0.57.73,心花放,戰鬥英雄,▲,0.57.46,10
合夥奔馳,12/20/23,263,4 60-40,谷夜 C3 1200,好地,52,T,129,1112,董,呂,11,- 3 3,3,1 1/4,1.10.89,耀寶駒,宏才,▲,1.10.69,22
歡樂好友,12/20/23,262,5 40-0,谷夜 C3 1200,好地,30,V,125,1104,潘,賢,8,- 3 3,3,1 3/4,1.10.99,妙玲瓏,?路光明,▲,1.10.70,14
都靈福星,12/20/23,261,3 80-55,谷夜 C3 2200,好地,75,NT,132,1110,潘,伍,2,4 4 2,3,1 1/2,2.16.82,多多勇駒,自然力量,▲,2.16.58,2.7
你知我拼,12/17/23,260,3 80-60,田日 B 1200,好地,73,T2B,131,1182,禮,姚,13,- 7 7,3,3 3/4,1.09.84,綠族無限,氣勢,▲,1.09.24,24
久久為尊,12/17/23,259,3 80-60,田日 B 1600,好地,63,,120,1202,梁,希,6,11 11 12,3,1,1.36.08,勁速威龍,一定美麗,▲,1.35.92,15
將俠,12/17/23,258,4 60-40,田日 B 1600,好地,54,SWXT,129,1137,森,東,2,6 5 4,3,1 1/4,1.35.45,唯美主義,智勝龍,▲,1.35.24,11
傑出漢子,12/17/23,257,2 105-80,田日 B 1000,好地,82,SW,117,1094,森,呂,4,- 8 8,3,1,0.57.25,賢者無敵,當家精神,▲,0.57.08,7.6
得意醒,12/17/23,256,4 60-40,田日 B 1400,好地,44,SW,119,1278,董,姚,12,14 13 10,3,2,1.22.57,連連歡呼,安泰,▲,1.22.24,49
爆熱,12/17/23,255,3 80-60,泥日  1200,好泥,76,T,134,1098,麥,柏,6,- 7 4,3,1 1/4,1.09.36,旋風飛影,龍之心,▲,1.09.16,14
鑽石福將,12/17/23,254,5 40-0,田日 B 1800,好地,29,H,124,1107,年,蔡,13,12 12 10,3,3,1.49.89,豐盛多彩,滿載歸來,▲,1.49.41,22
手機錶霸,12/17/23,253,4 60-40,田日 B 1000,好地,52,H1X1,126,1210,澤,呂,1,- 9 7,3,2 1/2,0.57.23,占士德,連連勝利,▲,0.56.83,5.9
精益大師,12/17/23,252,4 60-40,泥日  1200,好泥,46,BT,116,1074,鍾,葉,9,- 1 1,3,2,1.09.89,寶麗生輝,駿皇星,▲,1.09.59,9.8
創高峰,12/17/23,251,5 40-0,田日 B 1400,好地,36,B,132,1247,聲,韋,10,2 4 5,3,3 1/2,1.23.55,都柏名駒,領航神駒,▲,1.22.98,6.4
有財有勢,12/13/23,250,3 80-60,谷夜 BC 1200,好地,68,,125,1080,潘,蔡,6,- 10 10,3,1 1/4,1.10.18,合夥雄心,勇敢巨星,▲,1.09.97,4.1
馬爾代夫,12/13/23,249,3 80-60,谷夜 BC 1650,好地,63,X,118,1151,董,賀,2,8 8 8,3,3/4,1.40.47,飛輪步,威武覺醒,▲,1.40.34,9.3
威威鬥士,12/13/23,248,4 60-40,谷夜 BC 1650,好地,48,B,123,1078,澤,呂,5,9 9 8,3,1 1/4,1.41.39,皇仁福星,武林至尊,▲,1.41.20,12
想見你,12/13/23,247,4 60-40,谷夜 BC 1200,好地,52,,125,1092,周,沈,7,- 6 6,3,2 1/4,1.10.64,郎善好施,新幹線,▲,1.10.29,9.1
萬眾開心,12/13/23,246,3 80-60,谷夜 BC 1000,好地,62,PT,118,1131,澤,黎,5,- 4 5,3,2 1/2,0.57.45,帖木兒,運來勇士,▲,0.57.04,3.6
時間寶,12/13/23,245,4 60-40,谷夜 BC 1200,好地,52,T,129,1156,麥,葉,4,- 4 3,3,頸,1.10.57,小刺蛋,皇帝英明,▲,1.10.50,3.6
龍船快,12/13/23,244,4 60-40,谷夜 BC 1800,好地,48,BT,123,1114,潘,呂,9,1 1 1,3,1/2,1.50.55,建測?英,但求快活,▲,1.50.46,7.3
無敵精英,12/13/23,243,5 40-0,谷夜 BC 1650,好地,30,CT,124,1108,周,伍,9,10 10 9,3,3/4,1.41.27,滿多福,帝豪歡星,▲,1.41.15,5.9
鑽石寶寶,12/13/23,242,5 40-0,谷夜 BC 1000,好地,36,T,131,1186,禮,姚,10,- 3 2,3,3 3/4,0.57.69,飛躍凱旋,開心馬,▲,0.57.08,25
驕陽明駒,12/10/23,241,2 105-80,田日 A 1400,好地,91,,123,1104,艾,蔡,12,10 10 10,3,1,1.22.42,神虎龍駒,舞林密碼,▲,1.22.26,2.3
美麗第一,12/10/23,240,3 80-60,田日 A 1200,好地,66,X,125,1180,潘,韋,9,- 2 3,3,3,1.09.58,錶之銀河,星運少爵,▲,1.09.08,4.2
滂薄無比,12/10/23,239,G1,田日 A 2000,好地,115,X,126,1071,拉,堀,2,7 7 6,3,頸,2.02.05,浪漫勇士,盧森堡,▲,2.02.00,14
